candidate_id,reference_stratum,reference_conductivity_S_cm,reference_transference_number,reference_D_Li_cm2s,reference_D_TFSI_cm2s,SMILES,degree_of_polymerization,density_g_cm3,molality_mol_kg,run_status,analysis_status,analysis_attempts,analysis_last_stage,analysis_last_return_code,analysis_error_type,attempts_used,error_phase,error_type,has_completed_static_cNE0,sigma_static_cNE0_S_cm,sigma_NE_S_cm,cutoff_nm,abs_log10_error,protocol,association_filter,temperature_K,md_status,failure_stage,log10_reference_sigma_S_cm,log10_static_cNE0_S_cm,MALogE_component,source_selection_file,source_status_file,source_completed_file
9465,middle_stratified,4.19e-05,-0.00734,8.78e-09,1.92e-08,CCC(C)(CO*)NC(=O)COC(=O)*,19.0,1.35,1.39,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.568767576548417e-05,7.610540462184161e-05,0.332,0.2124892121171979,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.377785977033705,-4.590275189150903,0.2124892121171979,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13352,middle_stratified,4.2e-05,-0.169,2.14e-08,3.72e-08,CCC(CNCC(C)(C)CO*)OC(=O)*,17.0,1.18,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,8.228222121759492e-05,0.0002836625774436,0.328,0.2920567166102487,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.376750709602099,-4.084693992991851,0.2920567166102487,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14954,middle_stratified,4.23e-05,-0.467,1.89e-08,3.6e-08,CC(C)COCC(CNC(=O)*)O*,31.0,1.21,1.32,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.023821261343142e-05,0.0001436393358232,0.332,0.0746938122009835,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.373659632624958,-4.298965820423974,0.0746938122009835,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13857,middle_stratified,4.33e-05,0.105,7.9e-09,1.73e-08,CN(CCC#N)CC(C)(CO*)COC(=O)*,26.0,1.26,1.29,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,0.0003232104254764,0.0010273850554579,0.334,0.8729974645792042,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.363512103646634,-3.490514639067477,0.8729974645792042,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26636,middle_stratified,4.44e-05,0.458,1.1e-08,1.01e-08,CC(C)(CO*)NC(=O)CCNC(=O)*,17.0,1.34,1.42,failed,,,,,,0,pysoftk,,False,,,,,,,,failed,pysoftk,-4.35261702988538,,,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27929,middle_stratified,4.44e-05,-0.616,1.36e-08,3.44e-08,CC(C)(C)CCN(CCO*)CCOC(=O)*,19.0,1.17,1.35,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.452951389360366e-05,0.0001083911975723,0.328,0.1091925057185848,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.35261702988538,-4.461809535603965,0.1091925057185848,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
24726,middle_stratified,4.54e-05,0.114,1.74e-08,2.07e-08,CNC(=S)NC(CO*)COC(=O)*,26.0,1.47,1.44,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.133668721392898e-05,6.820862759306654e-05,0.326,0.3279288621545264,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.342944147142896,-4.670873009297423,0.3279288621545264,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26863,middle_stratified,4.59e-05,-0.0125,7.92e-09,2.31e-08,CC(O*)C(=O)NCC(COC(=O)*)C(C)C,17.0,1.28,1.36,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.0472387393267184e-05,6.316593038588626e-05,0.33,0.350644194547227,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.338187314462739,-4.688831509009966,0.350644194547227,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28980,middle_stratified,4.62e-05,0.437,1.25e-08,1.4e-08,CCC(CO*)C(=O)NCC#CCOC(=O)*,14.0,1.35,1.39,failed,failed,10.0,conductivity-analysis,-6.0,unknown,10,pysoftk,,False,,,,,,,,failed,pysoftk,-4.335358024443875,,,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29412,middle_stratified,4.68e-05,0.102,9.41e-09,2.15e-08,CC(C)(OC(=O)*)C(=O)NC(CCF)CO*,19.0,1.39,1.49,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.634515380130568e-05,8.492346744558285e-05,0.332,0.2495451147747915,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.329754146925876,-4.579299261700667,0.2495451147747915,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29300,middle_stratified,4.84e-05,0.531,1.02e-08,1.14e-08,CC(CCNC(=O)*)NC(=O)CCCN*,14.0,1.32,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.1424145228450166e-05,7.333594232887307e-05,0.334,0.3539418580023959,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.315154638355588,-4.669096496357984,0.3539418580023959,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
25249,middle_stratified,4.88e-05,-0.321,3.06e-08,4.77e-08,CC(C)CC(CNC(C)CCOC(=O)*)O*,17.0,1.15,1.36,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.247283224446023e-05,0.00018199333598,0.328,0.0315146840661109,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.311580177997289,-4.280065493931178,0.0315146840661109,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13465,middle_stratified,5.02e-05,-0.367,3.09e-08,6.05e-08,CCCC(CCOC(=O)*)NCC(CC)O*,17.0,1.16,1.36,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.972130928353924e-05,0.0002085143511183,0.33,0.0754256031468057,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.29929628285498,-4.223870679708175,0.0754256031468057,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
9612,middle_stratified,5.08e-05,0.01,7.6e-09,1.62e-08,CNCCN(C)C(=O)CC(CNC(=O)*)O*,31.0,1.34,1.49,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.7946290667173006e-05,0.0001914306195507,0.33,0.0571619282859615,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.294136287716081,-4.2369743594301195,0.0571619282859615,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
24323,middle_stratified,5.09e-05,0.168,2.27e-08,3.07e-08,CCC(CCCOC(=O)*)O*,22.0,1.24,1.42,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,4.787624431888453e-05,0.000170545584709,0.328,0.0265977077610691,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.293282217663242,-4.319879925424311,0.0265977077610691,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29136,middle_stratified,5.15e-05,0.197,1.48e-08,2.46e-08,C=CC(OC(=O)*)C(=O)N(C)CCCO*,17.0,1.33,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.3940410083040057e-05,7.573859098404733e-05,0.33,0.3326756437362097,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.288192770958809,-4.6208684146950185,0.3326756437362097,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28382,middle_stratified,5.27e-05,0.179,1.35e-08,1.2e-08,CC(C)(O*)C(OC(=O)*)C(=O)NCC(=O)O,31.0,1.5,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.408602701234412e-05,3.91151893036354e-05,0.328,0.5730220983221614,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.278189384787454,-4.851211483109615,0.5730220983221614,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13430,middle_stratified,5.33e-05,0.021,2.48e-08,3.12e-08,CCC(CC)(CN(C)CCO*)OC(=O)*,19.0,1.21,1.44,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.7763880011293225e-05,9.738913876588368e-05,0.326,0.2832470502068486,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.273272790973428,-4.556519841180276,0.2832470502068486,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13978,middle_stratified,5.36e-05,0.269,1.21e-08,1.63e-08,CCN(CCN*)C(=O)CCCCNC(=O)*,14.0,1.28,1.38,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.294472055227632e-05,0.0001771614992823,0.336,0.0053421292969813,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.27083521030723,-4.276177339604211,0.0053421292969813,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28752,middle_stratified,5.38e-05,-0.154,1.3e-08,2.51e-08,COC(=O)C(C)SCC(CO*)OC(=O)*,31.0,1.42,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,8.330353766176182e-05,0.0002755639688228,0.33,0.1898811693701531,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.269217724333611,-4.079336554963458,0.1898811693701531,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14750,middle_stratified,5.43e-05,-0.194,1.64e-08,3.03e-08,*OC(=O)OCC(OC)(OC)C*,26.0,1.43,1.47,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.970574210187821e-05,0.0001283432376017,0.34,0.0412162711090245,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.265200170411153,-4.223983899302128,0.0412162711090245,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29037,middle_stratified,5.44e-05,0.155,1.3e-08,1.73e-08,CC(OC(=O)*)C(C)S(=O)(=O)CCCO*,17.0,1.43,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.069722015998632e-05,2.263247873710837e-05,0.326,0.4196868803402448,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.2644011003018205,-4.684087980642065,0.4196868803402448,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
9443,middle_stratified,5.65e-05,0.199,2.33e-08,4.44e-08,CCCN(CCO*)CCC(C)(C)OC(=O)*,17.0,1.18,1.36,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.412041305794695e-05,0.0001149654920861,0.326,0.219034167771162,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.247951552180561,-4.466985719951723,0.219034167771162,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
9536,middle_stratified,5.66e-05,-0.217,1.26e-08,3.2e-08,C=CC(CNC(COC(=O)*)C(F)(F)F)O*,19.0,1.46,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,8.685834177663977e-05,0.0002949867155642,0.324,0.1859951027473405,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.247183568811729,-4.061188466064388,0.1859951027473405,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29600,middle_stratified,5.7e-05,0.275,1.16e-08,1.76e-08,CCC(COC(=O)*)C(=O)NCC=CCO*,14.0,1.32,1.38,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.1390457818054926e-05,9.996350658829982e-05,0.332,0.2590772059041136,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.2441251443275085,-4.503202350231622,0.2590772059041136,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29605,middle_stratified,5.81e-05,0.271,1.33e-08,1.16e-08,O=C(O)CNC(=O)C(COC(=O)*)N*,31.0,1.58,1.42,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.393294430793274e-05,5.872705784415002e-05,0.33,0.3851800021834837,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.235823867609669,-4.621003869793153,0.3851800021834837,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27788,middle_stratified,5.82e-05,-0.0934,1.35e-08,3e-08,C=CCN(C)C(=O)C(COC(=O)*)N*,31.0,1.36,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.747284520284936e-05,0.0001319067144924,0.328,0.1912063156023587,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.235077015350112,-4.4262833309524705,0.1912063156023587,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13835,middle_stratified,5.84e-05,-0.161,1.29e-08,3.16e-08,CC(C)C(C)(C#N)NCC(COC(=O)*)O*,31.0,1.24,1.26,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.35777526948476e-05,8.579804800868323e-05,0.328,0.3939104390055148,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.2335871528876,-4.627497591893116,0.3939104390055148,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27340,middle_stratified,6e-05,0.0682,1.18e-08,2.97e-08,CCCN(C)C(=O)C(CCN*)NC(=O)*,26.0,1.29,1.37,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.699354223240452e-05,0.0001069784242261,0.33,0.3468913717164965,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.221848749616356,-4.568740121332853,0.3468913717164965,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27154,middle_stratified,6.03e-05,0.0429,1.03e-08,2.19e-08,CCC(C)(O*)C(=O)NOCCOC(=O)*,17.0,1.38,1.44,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.3928549063042116e-05,3.5242963612550714e-05,0.334,0.6364114338162441,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.219682687859849,-4.856094121676093,0.6364114338162441,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14175,middle_stratified,6.23e-05,-0.138,3.25e-08,4.37e-08,CCC(C)N(CCCOC(=O)*)CCO*,17.0,1.21,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.920893038011704e-05,0.0001855739834181,0.328,0.0221008311135447,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.205511953340831,-4.227612784454375,0.0221008311135447,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28930,middle_stratified,6.3e-05,0.00228,1.73e-08,3.09e-08,C=CC(C)(O*)C(=O)N(CC)CCOC(=O)*,19.0,1.31,1.36,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.6269221793919917e-05,5.5090507355224784e-05,0.326,0.5879737696383771,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.200659450546418,-4.788633220184796,0.5879737696383771,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29224,middle_stratified,6.33e-05,0.127,1.65e-08,2.82e-08,C=C(C)CNC(=O)CC(CNC(=O)*)O*,31.0,1.32,1.35,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.4105589596780964e-05,0.0001229346441682,0.33,0.2685781482652676,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.198596289982645,-4.467174438247913,0.2685781482652676,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28974,middle_stratified,6.37e-05,0.243,1.42e-08,2.25e-08,C=CC(OC(=O)*)C(=O)NC(C)(C)CCO*,17.0,1.3,1.37,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.902805982714513e-05,6.212698932652742e-05,0.33,0.5247449240967278,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.195860567664649,-4.720605491761377,0.5247449240967278,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27274,middle_stratified,6.39e-05,0.319,1.31e-08,1.83e-08,CCC(COC(=O)*)NC(=O)CCO*,17.0,1.36,1.42,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.8279501776803554e-05,4.831929270018537e-05,0.332,0.5435365036606803,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.1944991418416,-4.73803564550228,0.5435365036606803,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13950,middle_stratified,6.41e-05,-0.011,1.01e-08,2.28e-08,CCC(CNC(CO*)C(N)=O)OC(=O)*,19.0,1.36,1.43,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,4.808769143696439e-05,0.0001472657995125,0.332,0.1248241012753928,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.193141970481182,-4.317966071756575,0.1248241012753928,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
24008,middle_stratified,6.5e-05,0.334,1.28e-08,2.33e-08,O=C(*)OCCCCCS(=O)(=O)CCO*,14.0,1.43,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.341894972135603e-05,3.7179338803824864e-05,0.32,0.2889205597206418,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.187086643357144,-4.476007203077787,0.2889205597206418,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13578,middle_stratified,6.57e-05,0.179,1.93e-08,2.95e-08,CCC(CN(C)CC(C)N*)OC(=O)*,19.0,1.2,1.4,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,0.000110730395463,0.0003872204703901,0.324,0.2267014813995561,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.182434630440219,-3.9557331490407717,0.2267014813995561,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26584,middle_stratified,6.57e-05,-0.0879,2.14e-08,3.85e-08,C=CC(CNC(C)(C)CCO*)OC(=O)*,17.0,1.22,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,6.702294053536218e-05,0.0002272704091784,0.328,0.0086581084048058,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.182434630440219,-4.173776522035413,0.0086581084048058,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28610,middle_stratified,6.76e-05,-0.359,1.24e-08,2.65e-08,CC(OC(=O)*)C(=O)NC(C)(C)CO*,19.0,1.33,1.39,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.052435513323976e-05,7.100370057890008e-05,0.332,0.5176771752890227,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.170053304058364,-4.687730479347387,0.5176771752890227,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
25060,middle_stratified,6.95e-05,0.304,2.32e-08,2.98e-08,CCC(OC(=O)*)C(=O)OCCCCO*,16.0,1.31,1.39,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,4.322041127404741e-05,0.0001501999370746,0.328,0.2062959093913523,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.158015195409886,-4.364311104801239,0.2062959093913523,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
